Name,Organization,id,Description,Translation Required,Spanish_Description,locations,address_1 (from address) (from locations) 2,city (from address) (from locations) 3,Zip Code (from address) (from locations) 3,latitude (from locations) 2,longitude (from locations) 2,url,email,active,application_process,service_options,payment_options,taxonomy,phones,schedule,weekday (from schedule) 3,opens_at (from schedule) 3,closes_at (from schedule) 3,add_day (from schedule) 4,add_hours (from schedule) 4,med_area,legal_area,cash_area,dv_area,foodstamp_area,freefood_area,details,service_area,Last updated,Updated By,owner,status,Auto-Last updated,Auto-Last updated by,Questions/Confusions/Observations
Red Bay Coffee,Red Bay Coffee,6687,Instagram: @redbaycoffee.,,,3098 E 10th St,3098 E 10th St,,94601,37.776125,-122.2281528,https://www.redbaycoffee.com/,,Open,,,,Black-owned Restaurant,,Red Bay Coffee,"Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",,,Tuesday,8:00 am - 3:00 pm; Sat: 9:00 am - 3:00 pm,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
International Smoke,International Smoke,6688,Instagram: @internationalsmoke.,,,301 Mission St San Francisco,301 Mission St San Francisco,,94105,37.7908657,-122.3959493,https://www.michaelmina.net/restaurants/international-smoke/san-francisco/,,Open,,,,Black-owned Restaurant,,International Smoke,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",12:00 PM, 8:00 pm,,,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Noonie's Place,Noonie's Place,6689,,,,301 Georgia St #107,301 Georgia St #107,,94590,38.1009299,-122.2578559,https://nooniesplace707.square.site/,,Open,,,,Black-owned Restaurant,,Noonie's Place,"Tuesday, Wednesday, Thursday, Friday, Saturday",,,Tuesday,9:00 am - 5:00 pm; Sat: 9:00 am - 3:00 pm,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Souley Vegan,Souley Vegan,6690,Instagram: @souleyvegan.,,,301 Broadway,301 Broadway,,94607,37.7969715,-122.2760506,https://souleyvegan.com/,,Open,,,,Black-owned Restaurant,,Souley Vegan,"Tuesday, Wednesday, Thursday, Friday, Saturday",,,Tuesday,11:00 am - 8:00 pm,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Cafe Frida Gallery,Cafe Frida Gallery,6691,Instagram: @cafefridagallery.,,,300 S A St,300 S A St,,95401,38.4339266,-122.7148547,https://www.cafefridagallery.com/,,Open,,,,Black-owned Restaurant,,Cafe Frida Gallery,"Thursday, Friday, Saturday, Sunday",12:00 AM,,Thursday,9:00 am - 3:00 pm,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Kaffa Ethiopian,Kaffa Ethiopian,6692,,,,2987 Sacramento St,2987 Sacramento St,,94702,37.8535885,-122.2788298,,,Open,,,,Black-owned Restaurant,,Kaffa Ethiopian,"Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",,,Tuesday,"11:00 am - 3:00 pm, 5:00 - 9:00 pm",,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Just Potato Salad,Just Potato Salad,6693,,,,29587 Mission Blvd,29587 Mission Blvd,,94544,37.630082,-122.0480418,,,Open,,,,Black-owned Restaurant,,Just Potato Salad,"Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",,,Tuesday,4:00 - 9:00 pm; Wed: 11:00 am - 9:00 pm; Sat: 12:00 - 9:30 pm; Sun: 2:00 - 8:00 pm,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Ethiopia Restaurant,Ethiopia Restaurant,6694,,,,2955 Telegraph Ave,2955 Telegraph Ave,,94705,37.8567874,-122.2593623,http://orderethiopiarestaurant.com/,,Open,,,,Black-owned Restaurant,,Ethiopia Restaurant,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",11:30 AM, 10:00 pm,,,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
ZZoul Cafe,ZZoul Cafe,6695,Instagram: @zzoulcafesf.,,,295 Eddy St San Francisco,295 Eddy St San Francisco,,94102,37.7838287,-122.4123537,https://zzoulcafe.com/,,Open,,,,Black-owned Restaurant,,ZZoul Cafe,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",10:30 AM, 9:30 pm,Sat,11:30 am - 8:30 pm,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Peaches Patties,Peaches Patties,6696,Instagram: @peachespatties.,,,2948 Folsom St San Francisco,2948 Folsom St San Francisco,,94110,37.7501789,-122.4141043,https://peachespatties.com/,,Open,,,,Black-owned Restaurant,,Peaches Patties,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",9:00 AM, 6:00 pm,Sat,11:00 am - 4:00 pm,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Teranga,Teranga,6697,Instagram: @terangalife.,,,2948 Folsom St #4028 San Francisco,2948 Folsom St #4028 San Francisco,,94110,37.7501803,-122.4140972,https://www.terangajuice.com/,,Open,,,,Black-owned Restaurant,,Teranga,,12:00 AM,,,,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Red Door Catering,Red Door Catering,6698,Instagram: @thereddoorcatering510.,,,2925 Adeline St,2925 Adeline St,,94608,37.8216149,-122.2820005,https://reddoorcatering.com/,,Open,,,,Black-owned Restaurant,,Red Door Catering,"Monday, Tuesday, Wednesday, Thursday, Friday",9:00 AM, 6:00 pm,,,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Caroline's Creole Kitchen,Caroline's Creole Kitchen,6699,Instagram: @carolyncreolekitchen.,,,2921 Chestnut St,2921 Chestnut St,,94608,37.821278,-122.2810066,https://www.gocreole.co/,,Open,,,,Black-owned Restaurant,,Caroline's Creole Kitchen,,12:00 AM,,,,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Gregory's Gourmet Desserts,Gregory's Gourmet Desserts,6700,Instagram: @gregorysgourmetdesserts.,,,285 23rd St,285 23rd St,,94612,37.8116557,-122.2639639,https://www.gregorysgourmetdesserts.com/,,Open,,,,Black-owned Restaurant,,Gregory's Gourmet Desserts,"Tuesday, Wednesday, Thursday, Friday, Saturday",,,Tuesday,10:00 am - 4:00 pm; Wed: 10:00 am - 5:00 pm; Sat: 10:00 am - 3:00 pm,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Yes My Sweet,Yes My Sweet,6701,Instagram: @yesmysweetbbq.,,,2820 Sonoma Blvd,2820 Sonoma Blvd,,94590,38.1127621,-122.2542734,https://www.yesmysweet.com/,,Open,,,,Black-owned Restaurant,,Yes My Sweet,"Thursday, Friday, Saturday, Sunday",12:00 AM,,Thursday,11:30 am - 7:00 pm,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Selam,Selam,6702,,,,2786 Martin Luther King Jr Way,2786 Martin Luther King Jr Way,,94612,37.8180713,-122.2712163,,,Open,,,,Black-owned Restaurant,,Selam,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",8:00 AM, 11:00 pm,,,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Nabolom Bakery,Nabolom Bakery,6703,Instagram: @nabolombakery.,,,2708 Russell St,2708 Russell St,,94705,37.8583992,-122.2528214,https://www.nabolombakery.com/,,Open,,,,Black-owned Restaurant,,Nabolom Bakery,"Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM,,Wednesday,8:00 am - 7:00 pm; Sun: 8:00 am - 2:00 pm,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Roderick’s BBQ,Roderick’s BBQ,6704,Instagram: @rodericksbbq.,,,2708 98th Ave,2708 98th Ave,,94605,37.751577,-122.153708,,,Closed,,,,Black-owned Restaurant,,Roderick’s BBQ,,,,,,,,,,,,,,,,,,9/11/2020 11:25pm,Micah Trautwein,
Keith's Chicken and Waffles,Keith's Chicken and Waffles,6705,Instagram: @keithschickenandwaffles.,,,270 San Pedro Rd,270 San Pedro Rd,,94014,37.6869456,-122.4695971,https://www.keithschickennwaffles.com,,Open,,,,Black-owned Restaurant,,Keith's Chicken and Waffles,"Thursday, Friday, Saturday, Sunday",12:00 AM,,Thursday,11:00 am - 7:00 pm; Sun: 10:00 am - 4:00 pm,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Stay Gold Deli,Stay Gold Deli,6706,Instagram: @staygoldoakland.,,,2635 San Pablo Ave,2635 San Pablo Ave,,94612,37.8177234,-122.2758895,https://www.staygolddeli.com,,Open,,,,Black-owned Restaurant,,Stay Gold Deli,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",,,Tuesday,10:30 am - 9:30 pm; Wed: 10:30 am - 11:00 pm; Fri: 10:30 am - 12:00 am,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Ruthies Caribbean Kitchen,Ruthies Caribbean Kitchen,6707,Instagram: @ruthiescaribbeankitchen.,,,2632 Sonoma Blvd,2632 Sonoma Blvd,,94590,38.1108452,-122.2545213,https://ruthiescaribbeankitchen.business.site/,,Open,,,,Black-owned Restaurant,,Ruthies Caribbean Kitchen,"Monday, Thursday, Friday, Saturday, Sunday",4:00 AM, 9:00 pm,Friday,11:00 am - 9:00 pm; Sat: 12:00 - 10:00 pm,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Chef Kenneth Wynn,Chef Kenneth Wynn,6708,Instagram: @iplay4dawynn.,,,2601-C Blanding Ave Alameda,2601-C Blanding Ave Alameda,,94501,37.7691892,-122.23275,https://www.wynncatering.com,,Open,,,,Black-owned Restaurant,,Chef Kenneth Wynn,,12:00 AM,,,,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Anthony's Cookies,Anthony's Cookies,6709,Instagram: @anthonyscookies.,,,2575 San Pablo Ave,2575 San Pablo Ave,,94702,37.8599395,-122.2887843,http://anthonyscookies.com,,Open,,,,Black-owned Restaurant,,"Anthony's Cookies,Anthony's Cookies","Friday, Saturday, Sunday","12:00 AM, 12:00 AM",,Friday,12:00 - 5:00 pm,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
FineFine,FineFine,6710,,,,2556 Telegraph Ave,2556 Telegraph Ave,,94704,37.863928,-122.2589637,https://www.finfine.com,,Closed,,,,Black-owned Restaurant,,FineFine,,12:00 AM,,,,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Camisha's Cakes,Camisha's Cakes,6711,Instagram: @camishascakes.,,,255 Mendell St,255 Mendell St,,94124,37.7413294,-122.3836555,https://www.camishascakes.com/,,Open,,,,Black-owned Restaurant,,Camisha's Cakes,,12:00 AM,,,,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Horn BBQ,Horn BBQ,6712,Instagram: @hornbarbecue.,,,2534 Mandela Pkwy,2534 Mandela Pkwy,,94607,37.8203173,-122.2887928,https://www.hornbarbecue.com,,Open,,,,Black-owned Restaurant,,Horn BBQ,,12:00 AM,,,,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Nuttin' Butter Cookies,Nuttin' Butter Cookies,6713,Instagram: @nuttin_buttercookies.,,,2521 San Pablo Ave,2521 San Pablo Ave,,94702,37.8607256,-122.2890693,https://www.nuttinbuttercookies.com,,Open,,,,Black-owned Restaurant,,Nuttin' Butter Cookies,"Monday, Tuesday, Wednesday, Thursday, Friday",3:00 AM, 8:00 pm,,,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Family House of Fish & Poultry,Family House of Fish & Poultry,6714,,,,25140 Mission Blvd,25140 Mission Blvd,,94544,37.6582278,-122.0721194,https://www.facebook.com/Family-House-of-Fish-and-Poultry-147661838584980/,,Open,,,,Black-owned Restaurant,,Family House of Fish & Poultry,,12:00 AM,,,,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Cafe Dareye,Cafe Dareye,6715,,,,2504 Telegraph Ave,2504 Telegraph Ave,,94612,37.814777,-122.2680615,,,Closed,,,,Black-owned Restaurant,,Cafe Dareye,,12:00 AM,,,,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Red's House,Red's House,6716,Instagram: @redshousesf. Other info: Meal Donations,,,25 Washington St,25 Washington St,,94014,37.6878144,-122.4693472,https://www.eatreds.com,,Open,,,,Black-owned Restaurant,,Red's House,"Thursday, Friday, Saturday",12:00 AM,,Thursday,5:00 - 10:00 pm,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Pinky and Red's,Pinky and Red's,6717,Instagram: @pinkyandreds.,,,2495 Bancroft Way ASUC Student Union,2495 Bancroft Way ASUC Student Union,,94720,37.8692195,-122.2596727,https://www.pinkyandreds.com/,,Closed,,,,Black-owned Restaurant,,Pinky and Red's,,12:00 AM,,,,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Nombe,Nombe,6718,,,,2491 Mission St San Francisco,2491 Mission St San Francisco,,94110,37.7572679,-122.418732,https://www.nombesf.com/,,Closed,,,,Black-owned Restaurant,,Nombe,,12:00 AM,,,,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Chef Smelly's,Chef Smelly's,6719,Instagram: @chefsmelly.,,,2430 Broadway,2430 Broadway,,94612,37.8139455,-122.2649235,,,Open,,,,Black-owned Restaurant,,Chef Smelly's,"Tuesday, Thursday, Friday",,,Tuesday,5:00 - 9:00 pm,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Ungrafted,Ungrafted,6720,Instagram: @ungrafted_sf.,,,2419 3rd St San Francisco,2419 3rd St San Francisco,,94107,37.7589821,-122.3881116,https://www.ungraftedsf.com,,Open,,,,Black-owned Restaurant,,Ungrafted,"Tuesday, Wednesday, Thursday, Friday, Saturday",,,Tuesday,12:00 - 7:00 pm,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
CJ's BBQ and Fish,CJ's BBQ and Fish,6721,,,,2401 Macdonald Ave A,2401 Macdonald Ave A,,94804,37.9357172,-122.346162,,,Open,,,,Black-owned Restaurant,,,,,,,,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Cupcakin' Bake Shop,Cupcakin' Bake Shop,6722,Instagram: @cupcakinbakeshop.,,,2391 Telegraph Ave,2391 Telegraph Ave,,94704,37.8671307,-122.2587411,https://cupcakinbakeshop.com/,,Open,,,,Black-owned Restaurant,,,,,,,,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Calavera,Calavera,6723,Instagram: @calaveraoakland.,,,2337 Broadway,2337 Broadway,,94612,37.8128628,-122.2661009,https://www.calaveraoakland.com,,Open,,,,Black-owned Restaurant,,Calavera,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12:00 PM, 8:00 pm,,,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Claire's Crunch Cake,Claire's Crunch Cake,6724,Instagram: @clairescrunchcakes.,,,233 N Grant St,233 N Grant St,,94401,37.5748527,-122.32375,https://clairescrunchcake.wixsite.com/cakes,,Open,,,,Black-owned Restaurant,,Claire's Crunch Cake,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",9:00 AM, 5:00 pm,,,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Johnathan's Sandwich House,Johnathan's Sandwich House,6725,Instagram: @johnathans_sandwich_house.,,,2316 Santa Clara Ave,2316 Santa Clara Ave,,94501,37.765478,-122.242662,https://johnathanssandwichalameda.com/,,Open,,,,Black-owned Restaurant,,Johnathan's Sandwich House,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",11:00 AM, 9:00 pm,Friday,11:00 am - 11:00 pm; Sun: 11:00 am - 7:00 pm,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Tina's Place,Tina's Place,6726,,,,2300 San Pablo Ave,2300 San Pablo Ave,,94564,38.0057741,-122.2909299,https://www.facebook.com/tinasplacepinoleca/,,Open,,,,Black-owned Restaurant,,Tina's Place,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",7:00 AM, 2:00 pm,Thursday,"7:00 am - 2:00 pm, 5:00 - 9:00 pm",,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Brown Sugar Kitchen,Brown Sugar Kitchen,6727,Instagram: @brownsugarkitchen. Other info: Donate meals,,,2295 Broadway,2295 Broadway,,94612,37.8119872,-122.266663,https://www.brownsugarkitchen.com/,,Open,,,,Black-owned Restaurant,,Brown Sugar Kitchen,"Wednesday, Thursday, Friday",12:00 AM,,Wednesday,12:00 - 5:00 pm,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Sugar Spot,Sugar Spot,6728,Instagram: @kenyattaaarif.,,,2295 Broadway,2295 Broadway,,94612,37.8119872,-122.266663,,,Open,,,,Black-owned Restaurant,,Sugar Spot,"Wednesday, Thursday, Friday",12:00 AM,,Wednesday,12:00 - 5:00 pm,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Kingston 11 Cuisine,Kingston 11 Cuisine,6729,Instagram: @_kingston11.,,,2270 Telegraph Ave,2270 Telegraph Ave,,94612,37.81229,-122.26858,http://kingston11eats.com/dinner/,,Open,,,,Black-owned Restaurant,,Kingston 11 Cuisine,,12:00 AM,,,,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Golden Safari,Golden Safari,6730,Instagram: @goldensafari_restaurant.,,,22431 Foothill Blvd,22431 Foothill Blvd,,94541,37.6763155,-122.0829028,https://goldensafari.net/,,Open,,,,Black-owned Restaurant,,Golden Safari,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",,,Tuesday,"11:00 am - 2:45 pm, 4:00 - 8:00 pm; Sat: 11:00 am - 8:00 pm",,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
The Famous Rib Shack,The Famous Rib Shack,6731,Instagram: @thefamousribshack.,,,223 El Camino Real,223 El Camino Real,,94066,37.61847,-122.409742,,,Open,,,,Black-owned Restaurant,,The Famous Rib Shack,"Saturday, Sunday",12:00 AM,,Sat,12:00 - 5:00 pm,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Better Chew,Better Chew,6732,Instagram: @betterchew.,,,2214 MacArthur Blvd,2214 MacArthur Blvd,,94602,37.8003409,-122.215723,https://www.somethingbetterfoods.com,,Open,,,,Black-owned Restaurant,,Better Chew,"Monday, Tuesday, Wednesday, Thursday",11:30 AM, 7:30 pm,,,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
The Veg Hub,The Veg Hub,6733,Instagram: @theveghub.,,,2214 MacArthur Blvd,2214 MacArthur Blvd,,94602,37.8003409,-122.215723,https://www.theveghub.com/,,Open,,,,Black-owned Restaurant,,The Veg Hub,"Monday, Tuesday, Wednesday, Thursday",11:30 AM, 7:30 pm,,,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Dimond Slice Pizzeria,Dimond Slice Pizzeria,6734,Instagram: @dimondslicepizza.,,,2208 MacArthur Blvd,2208 MacArthur Blvd,,94602,37.8003674,-122.2158461,http://dimondpizza.com/,,Open,,,,Black-owned Restaurant,,Dimond Slice Pizzeria,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",11:30 AM, 8:00 pm,Sun,11:00 am - 8:00 pm,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Walia Ethiopian Cuisine,Walia Ethiopian Cuisine,6735,Instagram: @walia_ethiopian.,,,2208 Business Cir,2208 Business Cir,,95128,37.3224639,-121.9324361,http://waliaethiopian.com/,,Open,,,,Black-owned Restaurant,,Walia Ethiopian Cuisine,"Monday, Wednesday, Thursday, Friday, Saturday, Sunday",11:30 AM," 3:00 pm, 5:00 -  9:00 pm",Friday,"11:30 am - 3:00 pm, 5:00 - 9:30 pm; Sat: 11:30 am - 9:30 pm; Sun: 12:00 - 9:00 pm",,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Bread and Butter Catering,Bread and Butter Catering,6736,Instagram: @chef.fred.presents.,,,2137 Lombard St #1 San Francisco,2137 Lombard St #1 San Francisco,,94123,37.7995287,-122.4366603,,,Open,,,,Black-owned Restaurant,,Bread and Butter Catering,"Monday, Tuesday, Wednesday, Thursday, Friday",9:00 AM, 5:00 pm,,,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
The Lettuce Inn,The Lettuce Inn,6737,Instagram: @thelettuceinn.,,,2115 Pacheco St,2115 Pacheco St,,94520,37.9786615,-122.0350683,http://thelettuceinn.com/,,Open,,,,Black-owned Restaurant,,The Lettuce Inn,"Tuesday, Wednesday, Thursday, Friday",,,Tuesday,10:00 am - 3:00 pm,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Chef Ron's Pastries,Chef Ron's Pastries,6738,Instagram: @chefronspastries.,,,2101 Webster St #1200,2101 Webster St #1200,,94612,37.8103919,-122.2658998,https://www.crpastries.com,,Open,,,,Black-owned Restaurant,,Chef Ron's Pastries,"Monday, Tuesday, Wednesday, Thursday, Friday",9:30 AM, 5:00 pm,,,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Flip N Soul,Flip N Soul,6739,Instagram: @flipnsoul.,,,2101 14th Ave,2101 14th Ave,,94606,37.7940579,-122.240066,,,Open,,,,Black-owned Restaurant,,Flip N Soul,"Tuesday, Wednesday, Thursday, Friday, Saturday",,,Tuesday,2:00 - 9:00 pm; Sat: 12:00 - 6:00 pm,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Teas With Meaning,Teas With Meaning,6740,Instagram: @teaswithmeaning.,,,2078 Antioch Ct,2078 Antioch Ct,,94611,37.8261444,-122.2089694,https://www.withmeaning.org,,Open,,,,Black-owned Restaurant,,Teas With Meaning,"Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM,,Wednesday,9:00 am - 1:00 pm,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Southern Cafe,Southern Cafe,6741,Instagram: @socafe2000.,,,2000 MacArthur Blvd,2000 MacArthur Blvd,,94602,37.8010405,-122.2183885,http://southerncafe2000.com/,,Open,,,,Black-owned Restaurant,,,,,,,,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Kendejah Restaurant,Kendejah Restaurant,6742,Instagram: @kendejah_ca.,,,197 Pelton Center Way,197 Pelton Center Way,,94577,37.722619,-122.154691,http://kendejahrestaurant.com/,,Open,,,,Black-owned Restaurant,,Kendejah Restaurant,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",11:45 AM, 10:00 pm,,,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Brundo Spices,Brundo Spices,6743,Instagram: @brundospices.,,,1960 Mandela Pkwy Bay 6,1960 Mandela Pkwy Bay 6,,94607,37.8145449,-122.2890861,https://www.brundo.com,,Open,,,,Black-owned Restaurant,,Brundo Spices,,12:00 AM,,,,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Everett & Jones Barbeque,Everett & Jones Barbeque,6744,Instagram: @eandjberkeley.,,,1955 San Pablo Ave,1955 San Pablo Ave,,94702,37.8696695,-122.2920978,https://eandjbbq.com/,,Open,,,,Black-owned Restaurant,,,,,,,,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Little Giant Ice Cream,Little Giant Ice Cream,6745,Instagram: @littlegiant_ic.,,,1951 Telegraph Ave,1951 Telegraph Ave,,94612,37.8090636,-122.269912,https://www.littlegianticecream.com/,,Open,,,,Black-owned Restaurant,,Little Giant Ice Cream,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",3:00 AM, 9:00 pm,Friday,3:00 - 10:00 pm; Sat: 1:00 - 10:00 pm; Sun: 1:00 - 9:00 pm,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Pinx Catering,Pinx Catering,6746,Instagram: @pinxcatering.,,,1933 Davis St #269,1933 Davis St #269,,94577,37.7162375,-122.1800431,https://www.pinxcatering.com/,,Open,,,,Black-owned Restaurant,,Pinx Catering,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",7:00 AM, 7:00 pm,,,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Freddy B's BBQ,Freddy B's BBQ,6747,,,,1899-1805 W 10th St,1899-1805 W 10th St,,94509,38.0122439,-121.8296701,,,Open,,,,Black-owned Restaurant,,Freddy B's BBQ,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",11:00 AM, 8:00 pm,Friday,11:00 am - 9:00 pm; Sun: 12:00 - 7:00 pm,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Lunch Box,Lunch Box,6748,,,,1876 W San Carlos St,1876 W San Carlos St,,95128,37.3232319,-121.9277813,,,Open,,,,Black-owned Restaurant,,Lunch Box,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",11:45 AM, 9:30 pm,,,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Alchemy Coffee Collective,Alchemy Coffee Collective,6749,Instagram: @alchemycollective.,,,1741 Alcatraz Ave,1741 Alcatraz Ave,,94703,37.848776,-122.272494,https://www.alchemycollectivecafe.com/,,Open,,,,Black-owned Restaurant,,Alchemy Coffee Collective,"Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",,,Tuesday,7:00 am - 5:00 pm; Sat: 8:00 am - 5:00 pm,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
Back a Yard Caribbean Grill,Back a Yard Caribbean Grill,6750,Instagram: @backayardgrill.,,,1740 S Winchester Blvd,1740 S Winchester Blvd,,95008,37.292307,-121.9494886,backayard.net,,Open,,,,Black-owned Restaurant,,,,,,,,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
The Fusion Food Club (truck),The Fusion Food Club (truck),6751,Instagram: @thefusionfoodclub.,,,174 S K St,174 S K St,,94550,37.6808734,-121.7696621,,,Open,,,,Black-owned Restaurant,,The Fusion Food Club (truck),"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",11:00 AM, 8:00 pm,,,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
The Miranda,The Miranda,6752,Instagram: @themirandabar. Other info: Fundraiser,,,1739 Broadway,1739 Broadway,,94612,37.8073737,-122.2695684,https://www.themirandaoakland.com/,,Open,,,,Black-owned Restaurant,,The Miranda,"Wednesday, Thursday, Friday, Saturday, Sunday",12:00 AM,,Wednesday,4:00 pm - 1:00 am; Fri: 4:00 pm - 2:00 am; Sat: 6:00 pm - 2:00 am,,,,,,,,,7/7/2020,,,,9/11/2020 11:25pm,Micah Trautwein,
